n_estimators,max_depth,max_features,min_samples_split,accuracy,num_features,num_samples,class_imbalance_ratio,num_classes,num_categorical_features,num_numerical_features
150,50,log2,10,0.936197917,13,1025,1.054108216,2,8,5
50,5,sqrt,2,0.76064257,11,4981,19.08467742,2,8,3
75,5,sqrt,2,0.767068273,11,4981,19.08467742,2,8,3
100,5,sqrt,2,0.767336011,11,4981,19.08467742,2,8,3
150,5,sqrt,2,0.765461847,11,4981,19.08467742,2,8,3
200,5,sqrt,2,0.761981258,11,4981,19.08467742,2,8,3
50,5,sqrt,5,0.762784471,11,4981,19.08467742,2,8,3
75,5,sqrt,5,0.76519411,11,4981,19.08467742,2,8,3
100,5,sqrt,5,0.76519411,11,4981,19.08467742,2,8,3
150,5,sqrt,5,0.76519411,11,4981,19.08467742,2,8,3
200,5,sqrt,5,0.765461847,11,4981,19.08467742,2,8,3
50,5,sqrt,10,0.761713521,11,4981,19.08467742,2,8,3
75,5,sqrt,10,0.764123159,11,4981,19.08467742,2,8,3
100,5,sqrt,10,0.765997323,11,4981,19.08467742,2,8,3
150,5,sqrt,10,0.765461847,11,4981,19.08467742,2,8,3
200,5,sqrt,10,0.765997323,11,4981,19.08467742,2,8,3
50,5,log2,2,0.76064257,11,4981,19.08467742,2,8,3
75,5,log2,2,0.767068273,11,4981,19.08467742,2,8,3
100,5,log2,2,0.767336011,11,4981,19.08467742,2,8,3
150,5,log2,2,0.765461847,11,4981,19.08467742,2,8,3
200,5,log2,2,0.761981258,11,4981,19.08467742,2,8,3
50,5,log2,5,0.762784471,11,4981,19.08467742,2,8,3
75,5,log2,5,0.76519411,11,4981,19.08467742,2,8,3
100,5,log2,5,0.76519411,11,4981,19.08467742,2,8,3
150,5,log2,5,0.76519411,11,4981,19.08467742,2,8,3
200,5,log2,5,0.765461847,11,4981,19.08467742,2,8,3
50,5,log2,10,0.761713521,11,4981,19.08467742,2,8,3
75,5,log2,10,0.764123159,11,4981,19.08467742,2,8,3
100,5,log2,10,0.765997323,11,4981,19.08467742,2,8,3
150,5,log2,10,0.765461847,11,4981,19.08467742,2,8,3
200,5,log2,10,0.765997323,11,4981,19.08467742,2,8,3
50,7,sqrt,2,0.84605087,11,4981,19.08467742,2,8,3
75,7,sqrt,2,0.84497992,11,4981,19.08467742,2,8,3
100,7,sqrt,2,0.844176707,11,4981,19.08467742,2,8,3
150,7,sqrt,2,0.844176707,11,4981,19.08467742,2,8,3
200,7,sqrt,2,0.848460509,11,4981,19.08467742,2,8,3
50,7,sqrt,5,0.849263722,11,4981,19.08467742,2,8,3
75,7,sqrt,5,0.852744311,11,4981,19.08467742,2,8,3
100,7,sqrt,5,0.851941098,11,4981,19.08467742,2,8,3
150,7,sqrt,5,0.851941098,11,4981,19.08467742,2,8,3
200,7,sqrt,5,0.850066934,11,4981,19.08467742,2,8,3
50,7,sqrt,10,0.836412316,11,4981,19.08467742,2,8,3
75,7,sqrt,10,0.835073628,11,4981,19.08467742,2,8,3
100,7,sqrt,10,0.835609103,11,4981,19.08467742,2,8,3
150,7,sqrt,10,0.835609103,11,4981,19.08467742,2,8,3
200,7,sqrt,10,0.837215529,11,4981,19.08467742,2,8,3
50,7,log2,2,0.84605087,11,4981,19.08467742,2,8,3
75,7,log2,2,0.84497992,11,4981,19.08467742,2,8,3
100,7,log2,2,0.844176707,11,4981,19.08467742,2,8,3
150,7,log2,2,0.844176707,11,4981,19.08467742,2,8,3
200,7,log2,2,0.848460509,11,4981,19.08467742,2,8,3
50,7,log2,5,0.849263722,11,4981,19.08467742,2,8,3
75,7,log2,5,0.852744311,11,4981,19.08467742,2,8,3
100,7,log2,5,0.851941098,11,4981,19.08467742,2,8,3
150,7,log2,5,0.851941098,11,4981,19.08467742,2,8,3
200,7,log2,5,0.850066934,11,4981,19.08467742,2,8,3
50,7,log2,10,0.836412316,11,4981,19.08467742,2,8,3
75,7,log2,10,0.835073628,11,4981,19.08467742,2,8,3
100,7,log2,10,0.835609103,11,4981,19.08467742,2,8,3
150,7,log2,10,0.835609103,11,4981,19.08467742,2,8,3
200,7,log2,10,0.837215529,11,4981,19.08467742,2,8,3
50,10,sqrt,2,0.924230254,11,4981,19.08467742,2,8,3
75,10,sqrt,2,0.925568942,11,4981,19.08467742,2,8,3
100,10,sqrt,2,0.923962517,11,4981,19.08467742,2,8,3
150,10,sqrt,2,0.926372155,11,4981,19.08467742,2,8,3
200,10,sqrt,2,0.926907631,11,4981,19.08467742,2,8,3
50,10,sqrt,5,0.918607764,11,4981,19.08467742,2,8,3
75,10,sqrt,5,0.918875502,11,4981,19.08467742,2,8,3
100,10,sqrt,5,0.921017403,11,4981,19.08467742,2,8,3
150,10,sqrt,5,0.925033467,11,4981,19.08467742,2,8,3
200,10,sqrt,5,0.921285141,11,4981,19.08467742,2,8,3
50,10,sqrt,10,0.910575636,11,4981,19.08467742,2,8,3
75,10,sqrt,10,0.911378849,11,4981,19.08467742,2,8,3
100,10,sqrt,10,0.910843373,11,4981,19.08467742,2,8,3
150,10,sqrt,10,0.914859438,11,4981,19.08467742,2,8,3
200,10,sqrt,10,0.91352075,11,4981,19.08467742,2,8,3
50,10,log2,2,0.924230254,11,4981,19.08467742,2,8,3
75,10,log2,2,0.925568942,11,4981,19.08467742,2,8,3
100,10,log2,2,0.923962517,11,4981,19.08467742,2,8,3
150,10,log2,2,0.926372155,11,4981,19.08467742,2,8,3
200,10,log2,2,0.926907631,11,4981,19.08467742,2,8,3
50,10,log2,5,0.918607764,11,4981,19.08467742,2,8,3
75,10,log2,5,0.918875502,11,4981,19.08467742,2,8,3
100,10,log2,5,0.921017403,11,4981,19.08467742,2,8,3
150,10,log2,5,0.925033467,11,4981,19.08467742,2,8,3
200,10,log2,5,0.921285141,11,4981,19.08467742,2,8,3
50,10,log2,10,0.910575636,11,4981,19.08467742,2,8,3
75,10,log2,10,0.911378849,11,4981,19.08467742,2,8,3
100,10,log2,10,0.910843373,11,4981,19.08467742,2,8,3
150,10,log2,10,0.914859438,11,4981,19.08467742,2,8,3
200,10,log2,10,0.91352075,11,4981,19.08467742,2,8,3
50,15,sqrt,2,0.944846051,11,4981,19.08467742,2,8,3
75,15,sqrt,2,0.945113788,11,4981,19.08467742,2,8,3
100,15,sqrt,2,0.945381526,11,4981,19.08467742,2,8,3
150,15,sqrt,2,0.945649264,11,4981,19.08467742,2,8,3
200,15,sqrt,2,0.945381526,11,4981,19.08467742,2,8,3
50,15,sqrt,5,0.937884873,11,4981,19.08467742,2,8,3
75,15,sqrt,5,0.938688086,11,4981,19.08467742,2,8,3
100,15,sqrt,5,0.939491299,11,4981,19.08467742,2,8,3
150,15,sqrt,5,0.940294511,11,4981,19.08467742,2,8,3
200,15,sqrt,5,0.940026774,11,4981,19.08467742,2,8,3
50,15,sqrt,10,0.929049531,11,4981,19.08467742,2,8,3
75,15,sqrt,10,0.929852744,11,4981,19.08467742,2,8,3
100,15,sqrt,10,0.93038822,11,4981,19.08467742,2,8,3
150,15,sqrt,10,0.931994645,11,4981,19.08467742,2,8,3
200,15,sqrt,10,0.931726908,11,4981,19.08467742,2,8,3
50,15,log2,2,0.944846051,11,4981,19.08467742,2,8,3
75,15,log2,2,0.945113788,11,4981,19.08467742,2,8,3
100,15,log2,2,0.945381526,11,4981,19.08467742,2,8,3
150,15,log2,2,0.945649264,11,4981,19.08467742,2,8,3
200,15,log2,2,0.945381526,11,4981,19.08467742,2,8,3
50,15,log2,5,0.937884873,11,4981,19.08467742,2,8,3
75,15,log2,5,0.938688086,11,4981,19.08467742,2,8,3
100,15,log2,5,0.939491299,11,4981,19.08467742,2,8,3
150,15,log2,5,0.940294511,11,4981,19.08467742,2,8,3
200,15,log2,5,0.940026774,11,4981,19.08467742,2,8,3
50,15,log2,10,0.929049531,11,4981,19.08467742,2,8,3
75,15,log2,10,0.929852744,11,4981,19.08467742,2,8,3
100,15,log2,10,0.93038822,11,4981,19.08467742,2,8,3
150,15,log2,10,0.931994645,11,4981,19.08467742,2,8,3
200,15,log2,10,0.931726908,11,4981,19.08467742,2,8,3
50,50,sqrt,2,0.946452477,11,4981,19.08467742,2,8,3
75,50,sqrt,2,0.945917001,11,4981,19.08467742,2,8,3
100,50,sqrt,2,0.946184739,11,4981,19.08467742,2,8,3
150,50,sqrt,2,0.946720214,11,4981,19.08467742,2,8,3
200,50,sqrt,2,0.947791165,11,4981,19.08467742,2,8,3
50,50,sqrt,5,0.942436412,11,4981,19.08467742,2,8,3
75,50,sqrt,5,0.941365462,11,4981,19.08467742,2,8,3
100,50,sqrt,5,0.940562249,11,4981,19.08467742,2,8,3
150,50,sqrt,5,0.940829987,11,4981,19.08467742,2,8,3
200,50,sqrt,5,0.940294511,11,4981,19.08467742,2,8,3
50,50,sqrt,10,0.930923695,11,4981,19.08467742,2,8,3
75,50,sqrt,10,0.931191432,11,4981,19.08467742,2,8,3
100,50,sqrt,10,0.931191432,11,4981,19.08467742,2,8,3
150,50,sqrt,10,0.932797858,11,4981,19.08467742,2,8,3
200,50,sqrt,10,0.93253012,11,4981,19.08467742,2,8,3
50,50,log2,2,0.946452477,11,4981,19.08467742,2,8,3
75,50,log2,2,0.945917001,11,4981,19.08467742,2,8,3
100,50,log2,2,0.946184739,11,4981,19.08467742,2,8,3
150,50,log2,2,0.946720214,11,4981,19.08467742,2,8,3
200,50,log2,2,0.947791165,11,4981,19.08467742,2,8,3
50,50,log2,5,0.942436412,11,4981,19.08467742,2,8,3
75,50,log2,5,0.941365462,11,4981,19.08467742,2,8,3
100,50,log2,5,0.940562249,11,4981,19.08467742,2,8,3
150,50,log2,5,0.940829987,11,4981,19.08467742,2,8,3
200,50,log2,5,0.940294511,11,4981,19.08467742,2,8,3
50,50,log2,10,0.930923695,11,4981,19.08467742,2,8,3
75,50,log2,10,0.931191432,11,4981,19.08467742,2,8,3
100,50,log2,10,0.931191432,11,4981,19.08467742,2,8,3
150,50,log2,10,0.932797858,11,4981,19.08467742,2,8,3
200,50,log2,10,0.93253012,11,4981,19.08467742,2,8,3
50,5,sqrt,2,0.645066667,18,5000,2.166561115,2,11,7
75,5,sqrt,2,0.6464,18,5000,2.166561115,2,11,7
100,5,sqrt,2,0.646133333,18,5000,2.166561115,2,11,7
150,5,sqrt,2,0.6432,18,5000,2.166561115,2,11,7
200,5,sqrt,2,0.645333333,18,5000,2.166561115,2,11,7
50,5,sqrt,5,0.641333333,18,5000,2.166561115,2,11,7
75,5,sqrt,5,0.645066667,18,5000,2.166561115,2,11,7
100,5,sqrt,5,0.644266667,18,5000,2.166561115,2,11,7
150,5,sqrt,5,0.644533333,18,5000,2.166561115,2,11,7
200,5,sqrt,5,0.644266667,18,5000,2.166561115,2,11,7
50,5,sqrt,10,0.644533333,18,5000,2.166561115,2,11,7
75,5,sqrt,10,0.644533333,18,5000,2.166561115,2,11,7
100,5,sqrt,10,0.640266667,18,5000,2.166561115,2,11,7
150,5,sqrt,10,0.640533333,18,5000,2.166561115,2,11,7
200,5,sqrt,10,0.6416,18,5000,2.166561115,2,11,7
50,5,log2,2,0.645066667,18,5000,2.166561115,2,11,7
75,5,log2,2,0.6464,18,5000,2.166561115,2,11,7
100,5,log2,2,0.646133333,18,5000,2.166561115,2,11,7
150,5,log2,2,0.6432,18,5000,2.166561115,2,11,7
200,5,log2,2,0.645333333,18,5000,2.166561115,2,11,7
50,5,log2,5,0.641333333,18,5000,2.166561115,2,11,7
75,5,log2,5,0.645066667,18,5000,2.166561115,2,11,7
100,5,log2,5,0.644266667,18,5000,2.166561115,2,11,7
150,5,log2,5,0.644533333,18,5000,2.166561115,2,11,7
200,5,log2,5,0.644266667,18,5000,2.166561115,2,11,7
50,5,log2,10,0.644533333,18,5000,2.166561115,2,11,7
75,5,log2,10,0.644533333,18,5000,2.166561115,2,11,7
100,5,log2,10,0.640266667,18,5000,2.166561115,2,11,7
150,5,log2,10,0.640533333,18,5000,2.166561115,2,11,7
200,5,log2,10,0.6416,18,5000,2.166561115,2,11,7
50,7,sqrt,2,0.656266667,18,5000,2.166561115,2,11,7
75,7,sqrt,2,0.656266667,18,5000,2.166561115,2,11,7
100,7,sqrt,2,0.6584,18,5000,2.166561115,2,11,7
150,7,sqrt,2,0.660266667,18,5000,2.166561115,2,11,7
200,7,sqrt,2,0.6608,18,5000,2.166561115,2,11,7
50,7,sqrt,5,0.654666667,18,5000,2.166561115,2,11,7
75,7,sqrt,5,0.655733333,18,5000,2.166561115,2,11,7
100,7,sqrt,5,0.656533333,18,5000,2.166561115,2,11,7
150,7,sqrt,5,0.655466667,18,5000,2.166561115,2,11,7
200,7,sqrt,5,0.659466667,18,5000,2.166561115,2,11,7
50,7,sqrt,10,0.659466667,18,5000,2.166561115,2,11,7
75,7,sqrt,10,0.656266667,18,5000,2.166561115,2,11,7
100,7,sqrt,10,0.656266667,18,5000,2.166561115,2,11,7
150,7,sqrt,10,0.657866667,18,5000,2.166561115,2,11,7
200,7,sqrt,10,0.655466667,18,5000,2.166561115,2,11,7
50,7,log2,2,0.656266667,18,5000,2.166561115,2,11,7
75,7,log2,2,0.656266667,18,5000,2.166561115,2,11,7
100,7,log2,2,0.6584,18,5000,2.166561115,2,11,7
150,7,log2,2,0.660266667,18,5000,2.166561115,2,11,7
200,7,log2,2,0.6608,18,5000,2.166561115,2,11,7
50,7,log2,5,0.654666667,18,5000,2.166561115,2,11,7
75,7,log2,5,0.655733333,18,5000,2.166561115,2,11,7
100,7,log2,5,0.656533333,18,5000,2.166561115,2,11,7
150,7,log2,5,0.655466667,18,5000,2.166561115,2,11,7
200,7,log2,5,0.659466667,18,5000,2.166561115,2,11,7
50,7,log2,10,0.659466667,18,5000,2.166561115,2,11,7
75,7,log2,10,0.656266667,18,5000,2.166561115,2,11,7
100,7,log2,10,0.656266667,18,5000,2.166561115,2,11,7
150,7,log2,10,0.657866667,18,5000,2.166561115,2,11,7
200,7,log2,10,0.655466667,18,5000,2.166561115,2,11,7
50,10,sqrt,2,0.674133333,18,5000,2.166561115,2,11,7
75,10,sqrt,2,0.674666667,18,5000,2.166561115,2,11,7
100,10,sqrt,2,0.6728,18,5000,2.166561115,2,11,7
150,10,sqrt,2,0.676,18,5000,2.166561115,2,11,7
200,10,sqrt,2,0.674133333,18,5000,2.166561115,2,11,7
50,10,sqrt,5,0.6696,18,5000,2.166561115,2,11,7
75,10,sqrt,5,0.673066667,18,5000,2.166561115,2,11,7
100,10,sqrt,5,0.673066667,18,5000,2.166561115,2,11,7
150,10,sqrt,5,0.672,18,5000,2.166561115,2,11,7
200,10,sqrt,5,0.677866667,18,5000,2.166561115,2,11,7
50,10,sqrt,10,0.671466667,18,5000,2.166561115,2,11,7
75,10,sqrt,10,0.666666667,18,5000,2.166561115,2,11,7
100,10,sqrt,10,0.666666667,18,5000,2.166561115,2,11,7
150,10,sqrt,10,0.666666667,18,5000,2.166561115,2,11,7
200,10,sqrt,10,0.6704,18,5000,2.166561115,2,11,7
50,10,log2,2,0.674133333,18,5000,2.166561115,2,11,7
75,10,log2,2,0.674666667,18,5000,2.166561115,2,11,7
100,10,log2,2,0.6728,18,5000,2.166561115,2,11,7
150,10,log2,2,0.676,18,5000,2.166561115,2,11,7
200,10,log2,2,0.674133333,18,5000,2.166561115,2,11,7
50,10,log2,5,0.6696,18,5000,2.166561115,2,11,7
75,10,log2,5,0.673066667,18,5000,2.166561115,2,11,7
100,10,log2,5,0.673066667,18,5000,2.166561115,2,11,7
150,10,log2,5,0.672,18,5000,2.166561115,2,11,7
200,10,log2,5,0.677866667,18,5000,2.166561115,2,11,7
50,10,log2,10,0.671466667,18,5000,2.166561115,2,11,7
75,10,log2,10,0.666666667,18,5000,2.166561115,2,11,7
100,10,log2,10,0.666666667,18,5000,2.166561115,2,11,7
150,10,log2,10,0.666666667,18,5000,2.166561115,2,11,7
200,10,log2,10,0.6704,18,5000,2.166561115,2,11,7
50,15,sqrt,2,0.689866667,18,5000,2.166561115,2,11,7
75,15,sqrt,2,0.688,18,5000,2.166561115,2,11,7
100,15,sqrt,2,0.690933333,18,5000,2.166561115,2,11,7
150,15,sqrt,2,0.6904,18,5000,2.166561115,2,11,7
200,15,sqrt,2,0.693066667,18,5000,2.166561115,2,11,7
50,15,sqrt,5,0.687733333,18,5000,2.166561115,2,11,7
75,15,sqrt,5,0.691466667,18,5000,2.166561115,2,11,7
100,15,sqrt,5,0.688266667,18,5000,2.166561115,2,11,7
150,15,sqrt,5,0.686133333,18,5000,2.166561115,2,11,7
200,15,sqrt,5,0.6912,18,5000,2.166561115,2,11,7
50,15,sqrt,10,0.678933333,18,5000,2.166561115,2,11,7
75,15,sqrt,10,0.680533333,18,5000,2.166561115,2,11,7
100,15,sqrt,10,0.680266667,18,5000,2.166561115,2,11,7
150,15,sqrt,10,0.679466667,18,5000,2.166561115,2,11,7
200,15,sqrt,10,0.680533333,18,5000,2.166561115,2,11,7
50,15,log2,2,0.689866667,18,5000,2.166561115,2,11,7
75,15,log2,2,0.688,18,5000,2.166561115,2,11,7
100,15,log2,2,0.690933333,18,5000,2.166561115,2,11,7
150,15,log2,2,0.6904,18,5000,2.166561115,2,11,7
200,15,log2,2,0.693066667,18,5000,2.166561115,2,11,7
50,15,log2,5,0.687733333,18,5000,2.166561115,2,11,7
75,15,log2,5,0.691466667,18,5000,2.166561115,2,11,7
100,15,log2,5,0.688266667,18,5000,2.166561115,2,11,7
150,15,log2,5,0.686133333,18,5000,2.166561115,2,11,7
200,15,log2,5,0.6912,18,5000,2.166561115,2,11,7
50,15,log2,10,0.678933333,18,5000,2.166561115,2,11,7
75,15,log2,10,0.680533333,18,5000,2.166561115,2,11,7
100,15,log2,10,0.680266667,18,5000,2.166561115,2,11,7
150,15,log2,10,0.679466667,18,5000,2.166561115,2,11,7
200,15,log2,10,0.680533333,18,5000,2.166561115,2,11,7
50,50,sqrt,2,0.700266667,18,5000,2.166561115,2,11,7
75,50,sqrt,2,0.699466667,18,5000,2.166561115,2,11,7
100,50,sqrt,2,0.698666667,18,5000,2.166561115,2,11,7
150,50,sqrt,2,0.696,18,5000,2.166561115,2,11,7
200,50,sqrt,2,0.695733333,18,5000,2.166561115,2,11,7
50,50,sqrt,5,0.688266667,18,5000,2.166561115,2,11,7
75,50,sqrt,5,0.697066667,18,5000,2.166561115,2,11,7
100,50,sqrt,5,0.6936,18,5000,2.166561115,2,11,7
150,50,sqrt,5,0.697866667,18,5000,2.166561115,2,11,7
200,50,sqrt,5,0.6976,18,5000,2.166561115,2,11,7
50,50,sqrt,10,0.68,18,5000,2.166561115,2,11,7
75,50,sqrt,10,0.6912,18,5000,2.166561115,2,11,7
100,50,sqrt,10,0.689066667,18,5000,2.166561115,2,11,7
150,50,sqrt,10,0.688266667,18,5000,2.166561115,2,11,7
200,50,sqrt,10,0.690133333,18,5000,2.166561115,2,11,7
50,50,log2,2,0.700266667,18,5000,2.166561115,2,11,7
75,50,log2,2,0.699466667,18,5000,2.166561115,2,11,7
100,50,log2,2,0.698666667,18,5000,2.166561115,2,11,7
150,50,log2,2,0.696,18,5000,2.166561115,2,11,7
200,50,log2,2,0.695733333,18,5000,2.166561115,2,11,7
50,50,log2,5,0.688266667,18,5000,2.166561115,2,11,7
75,50,log2,5,0.697066667,18,5000,2.166561115,2,11,7
100,50,log2,5,0.6936,18,5000,2.166561115,2,11,7
150,50,log2,5,0.697866667,18,5000,2.166561115,2,11,7
200,50,log2,5,0.6976,18,5000,2.166561115,2,11,7
50,50,log2,10,0.68,18,5000,2.166561115,2,11,7
75,50,log2,10,0.6912,18,5000,2.166561115,2,11,7
100,50,log2,10,0.689066667,18,5000,2.166561115,2,11,7
150,50,log2,10,0.688266667,18,5000,2.166561115,2,11,7
200,50,log2,10,0.690133333,18,5000,2.166561115,2,11,7
